Reporter_Code,Reporter_Description,Partner_Code,Partner_Description,Indicator_Code,Indicator_Description,Flow_Code,Flow_Description,Year,Unit,Value,Flag,Source_Description,Note
US,United States of America,CA,Canada,SF1,Direct insurance,X,Exports,2016,Million USD,728,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2005,Million USD,33,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2006,Million USD,264,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2007,Million USD,462,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2008,Million USD,427,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2009,Million USD,113,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2010,Million USD,59,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2011,Million USD,68,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2012,Million USD,66,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2013,Million USD,102,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2014,Million USD,140,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2015,Million USD,115,,OECD,
US,United States of America,CH,Switzerland,SF1,Direct insurance,X,Exports,2016,Million USD,47,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2005,Million USD,12,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2006,Million USD,21,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2007,Million USD,11,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2008,Million USD,14,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2009,Million USD,19,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2010,Million USD,14,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2011,Million USD,14,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2012,Million USD,11,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2013,Million USD,18,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2014,Million USD,27,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2015,Million USD,46,,OECD,
US,United States of America,CL,Chile,SF1,Direct insurance,X,Exports,2016,Million USD,39,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2005,Million USD,23,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2006,Million USD,28,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2007,Million USD,23,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2008,Million USD,23,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2009,Million USD,15,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2010,Million USD,13,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2011,Million USD,14,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2012,Million USD,11,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2013,Million USD,18,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2014,Million USD,21,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2015,Million USD,25,,OECD,
US,United States of America,CN,China,SF1,Direct insurance,X,Exports,2016,Million USD,18,,OECD,
US,United States of America,CO,Colombia,SF1,Direct insurance,X,Exports,2013,Million USD,28,,OECD,
US,United States of America,CO,Colombia,SF1,Direct insurance,X,Exports,2014,Million USD,49,,OECD,
US,United States of America,CO,Colombia,SF1,Direct insurance,X,Exports,2015,Million USD,53,,OECD,
US,United States of America,CO,Colombia,SF1,Direct insurance,X,Exports,2016,Million USD,45,,OECD,
US,United States of America,CR,Costa Rica,SF1,Direct insurance,X,Exports,2013,Million USD,5,,OECD,
US,United States of America,CR,Costa Rica,SF1,Direct insurance,X,Exports,2014,Million USD,9,,OECD,
US,United States of America,CR,Costa Rica,SF1,Direct insurance,X,Exports,2015,Million USD,20,,OECD,
US,United States of America,CR,Costa Rica,SF1,Direct insurance,X,Exports,2016,Million USD,19,,OECD,
US,United States of America,CY,Cyprus,SF1,Direct insurance,X,Exports,2013,Million USD,14,,OECD,
US,United States of America,CY,Cyprus,SF1,Direct insurance,X,Exports,2014,Million USD,1,,OECD,
US,United States of America,CY,Cyprus,SF1,Direct insurance,X,Exports,2015,Million USD,1,,OECD,
US,United States of America,CY,Cyprus,SF1,Direct insurance,X,Exports,2016,Million USD,1,,OECD,
US,United States of America,CZ,Czech Republic,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,CZ,Czech Republic,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,CZ,Czech Republic,SF1,Direct insurance,X,Exports,2015,Million USD,1,,OECD,
US,United States of America,CZ,Czech Republic,SF1,Direct insurance,X,Exports,2016,Million USD,1,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2005,Million USD,88,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2006,Million USD,99,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2007,Million USD,94,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2008,Million USD,96,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2009,Million USD,96,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2010,Million USD,130,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2011,Million USD,107,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2012,Million USD,81,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2013,Million USD,61,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2014,Million USD,107,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2015,Million USD,116,,OECD,
US,United States of America,DE,Germany,SF1,Direct insurance,X,Exports,2016,Million USD,70,,OECD,
US,United States of America,DK,Denmark,SF1,Direct insurance,X,Exports,2013,Million USD,1,,OECD,
US,United States of America,DK,Denmark,SF1,Direct insurance,X,Exports,2014,Million USD,1,,OECD,
US,United States of America,DK,Denmark,SF1,Direct insurance,X,Exports,2015,Million USD,1,,OECD,
US,United States of America,DK,Denmark,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,DO,Dominican Republic,SF1,Direct insurance,X,Exports,2013,Million USD,3,,OECD,
US,United States of America,DO,Dominican Republic,SF1,Direct insurance,X,Exports,2014,Million USD,7,,OECD,
US,United States of America,DO,Dominican Republic,SF1,Direct insurance,X,Exports,2015,Million USD,8,,OECD,
US,United States of America,DO,Dominican Republic,SF1,Direct insurance,X,Exports,2016,Million USD,7,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2005,Million USD,778,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2006,Million USD,975,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2007,Million USD,753,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2008,Million USD,899,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2009,Million USD,916,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2010,Million USD,990,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2011,Million USD,885,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2012,Million USD,792,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2013,Million USD,507,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2014,Million USD,583,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2015,Million USD,712,,OECD,
US,United States of America,E28,European Union (28),SF1,Direct insurance,X,Exports,2016,Million USD,476,,OECD,
US,United States of America,EE,Estonia,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,EE,Estonia,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,EE,Estonia,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,EE,Estonia,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2005,Million USD,22,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2006,Million USD,20,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2007,Million USD,10,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2008,Million USD,4,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2009,Million USD,8,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2010,Million USD,11,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2011,Million USD,11,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2012,Million USD,58,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2013,Million USD,18,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2014,Million USD,23,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2015,Million USD,24,,OECD,
US,United States of America,ES,Spain,SF1,Direct insurance,X,Exports,2016,Million USD,21,,OECD,
US,United States of America,FI,Finland,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,FI,Finland,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,FI,Finland,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,FI,Finland,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2005,Million USD,53,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2006,Million USD,60,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2007,Million USD,44,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2008,Million USD,29,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2009,Million USD,38,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2010,Million USD,40,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2011,Million USD,26,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2012,Million USD,28,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2013,Million USD,57,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2014,Million USD,37,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2015,Million USD,48,,OECD,
US,United States of America,FR,France,SF1,Direct insurance,X,Exports,2016,Million USD,45,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2005,Million USD,380,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2006,Million USD,373,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2007,Million USD,341,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2008,Million USD,506,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2009,Million USD,455,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2010,Million USD,512,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2011,Million USD,445,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2012,Million USD,387,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2013,Million USD,185,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2014,Million USD,274,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2015,Million USD,354,,OECD,
US,United States of America,GB,United Kingdom,SF1,Direct insurance,X,Exports,2016,Million USD,251,,OECD,
US,United States of America,GR,Greece,SF1,Direct insurance,X,Exports,2013,Million USD,15,,OECD,
US,United States of America,GR,Greece,SF1,Direct insurance,X,Exports,2014,Million USD,16,,OECD,
US,United States of America,GR,Greece,SF1,Direct insurance,X,Exports,2015,Million USD,16,,OECD,
US,United States of America,GR,Greece,SF1,Direct insurance,X,Exports,2016,Million USD,13,,OECD,
US,United States of America,GT,Guatemala,SF1,Direct insurance,X,Exports,2013,Million USD,6,,OECD,
US,United States of America,GT,Guatemala,SF1,Direct insurance,X,Exports,2014,Million USD,7,,OECD,
US,United States of America,GT,Guatemala,SF1,Direct insurance,X,Exports,2015,Million USD,8,,OECD,
US,United States of America,GT,Guatemala,SF1,Direct insurance,X,Exports,2016,Million USD,7,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2005,Million USD,261,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2006,Million USD,116,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2007,Million USD,100,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2008,Million USD,36,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2009,Million USD,40,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2010,Million USD,35,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2011,Million USD,13,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2012,Million USD,13,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2013,Million USD,11,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2014,Million USD,19,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2015,Million USD,24,,OECD,
US,United States of America,HK,"Hong Kong, China",SF1,Direct insurance,X,Exports,2016,Million USD,19,,OECD,
US,United States of America,HN,Honduras,SF1,Direct insurance,X,Exports,2013,Million USD,20,,OECD,
US,United States of America,HN,Honduras,SF1,Direct insurance,X,Exports,2014,Million USD,23,,OECD,
US,United States of America,HN,Honduras,SF1,Direct insurance,X,Exports,2015,Million USD,24,,OECD,
US,United States of America,HN,Honduras,SF1,Direct insurance,X,Exports,2016,Million USD,19,,OECD,
US,United States of America,HR,Croatia,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,HR,Croatia,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,HU,Hungary,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,HU,Hungary,SF1,Direct insurance,X,Exports,2014,Million USD,1,,OECD,
US,United States of America,HU,Hungary,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,HU,Hungary,SF1,Direct insurance,X,Exports,2016,Million USD,1,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2005,Million USD,4,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2006,Million USD,3,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2007,Million USD,1,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2008,Million USD,1,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2009,Million USD,2,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2010,Million USD,1,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2011,Million USD,1,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2012,Million USD,2,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2014,Million USD,5,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2015,Million USD,4,,OECD,
US,United States of America,ID,Indonesia,SF1,Direct insurance,X,Exports,2016,Million USD,3,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2006,Million USD,311,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2007,Million USD,169,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2008,Million USD,150,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2009,Million USD,176,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2010,Million USD,159,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2011,Million USD,164,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2012,Million USD,137,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2013,Million USD,105,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2014,Million USD,47,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2015,Million USD,46,,OECD,
US,United States of America,IE,Ireland,SF1,Direct insurance,X,Exports,2016,Million USD,12,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2005,Million USD,11,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2006,Million USD,16,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2007,Million USD,14,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2008,Million USD,14,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2009,Million USD,16,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2010,Million USD,21,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2011,Million USD,15,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2012,Million USD,9,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2013,Million USD,7,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2014,Million USD,-1,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2015,Million USD,6,,OECD,
US,United States of America,IL,Israel,SF1,Direct insurance,X,Exports,2016,Million USD,7,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2005,Million USD,1,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2006,Million USD,1,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2007,Million USD,2,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2008,Million USD,7,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2009,Million USD,8,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2010,Million USD,4,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2011,Million USD,6,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2012,Million USD,6,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2013,Million USD,7,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2014,Million USD,6,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2015,Million USD,6,,OECD,
US,United States of America,IN,India,SF1,Direct insurance,X,Exports,2016,Million USD,8,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SF1,Direct insurance,X,Exports,2013,Million USD,165,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SF1,Direct insurance,X,Exports,2014,Million USD,242,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SF1,Direct insurance,X,Exports,2015,Million USD,242,,OECD,
US,United States of America,IO,British Indian Ocean Territory,SF1,Direct insurance,X,Exports,2016,Million USD,107,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2005,Million USD,12,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2006,Million USD,12,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2007,Million USD,9,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2008,Million USD,5,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2009,Million USD,11,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2010,Million USD,5,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2011,Million USD,5,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2012,Million USD,4,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2013,Million USD,3,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2014,Million USD,18,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2015,Million USD,25,,OECD,
US,United States of America,IT,Italy,SF1,Direct insurance,X,Exports,2016,Million USD,20,,OECD,
US,United States of America,JO,Jordan,SF1,Direct insurance,X,Exports,2013,Million USD,11,,OECD,
US,United States of America,JO,Jordan,SF1,Direct insurance,X,Exports,2014,Million USD,10,,OECD,
US,United States of America,JO,Jordan,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,JO,Jordan,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2005,Million USD,38,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2006,Million USD,40,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2007,Million USD,48,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2008,Million USD,32,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2009,Million USD,85,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2010,Million USD,76,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2011,Million USD,79,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2012,Million USD,69,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2013,Million USD,71,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2014,Million USD,75,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2015,Million USD,40,,OECD,
US,United States of America,JP,Japan,SF1,Direct insurance,X,Exports,2016,Million USD,51,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2005,Million USD,15,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2006,Million USD,22,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2007,Million USD,16,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2008,Million USD,10,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2009,Million USD,33,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2010,Million USD,37,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2011,Million USD,36,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2012,Million USD,35,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2013,Million USD,4,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2014,Million USD,14,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2015,Million USD,2,,OECD,
US,United States of America,KR,"Korea, Republic of",SF1,Direct insurance,X,Exports,2016,Million USD,7,,OECD,
US,United States of America,LT,Lithuania,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,LT,Lithuania,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,LU,Luxembourg,SF1,Direct insurance,X,Exports,2013,Million USD,4,,OECD,
US,United States of America,LU,Luxembourg,SF1,Direct insurance,X,Exports,2014,Million USD,5,,OECD,
US,United States of America,LU,Luxembourg,SF1,Direct insurance,X,Exports,2015,Million USD,30,,OECD,
US,United States of America,LU,Luxembourg,SF1,Direct insurance,X,Exports,2016,Million USD,7,,OECD,
US,United States of America,LV,Latvia,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,LV,Latvia,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,MA,Morocco,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,MT,Malta,SF1,Direct insurance,X,Exports,2013,Million USD,0,,OECD,
US,United States of America,MT,Malta,SF1,Direct insurance,X,Exports,2014,Million USD,0,,OECD,
US,United States of America,MT,Malta,SF1,Direct insurance,X,Exports,2015,Million USD,0,,OECD,
US,United States of America,MT,Malta,SF1,Direct insurance,X,Exports,2016,Million USD,0,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2005,Million USD,27,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2006,Million USD,46,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2007,Million USD,39,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2008,Million USD,62,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2009,Million USD,78,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2010,Million USD,73,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2011,Million USD,99,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2012,Million USD,99,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2013,Million USD,69,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2014,Million USD,90,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2015,Million USD,96,,OECD,
US,United States of America,MX,Mexico,SF1,Direct insurance,X,Exports,2016,Million USD,79,,OECD,
US,United States of America,MY,Malaysia,SF1,Direct insurance,X,Exports,2005,Million USD,5,,OECD,
US,United States of America,MY,Malaysia,SF1,Direct insurance,X,Exports,2006,Million USD,9,,OECD,
US,United States of America,MY,Malaysia,SF1,Direct insurance,X,Exports,2007,Million USD,9,,OECD,
US,United States of America,MY,Malaysia,SF1,Direct insurance,X,Exports,2008,Million USD,9,,OECD,
